               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.019423,            0.059176,              0.0072,             0.97248,             0.96545,             0.98022,             0.80891,            0.018125,            0.052468,           0.0074123,            0.006271,            0.006271,            0.006271
                 115,            0.018582,            0.056532,           0.0071732,             0.97451,             0.96315,             0.97809,             0.80584,            0.017819,            0.052554,           0.0074072,            0.006238,            0.006238,            0.006238
                 116,            0.018821,            0.056994,           0.0072795,             0.97242,              0.9657,             0.97827,             0.80069,             0.01839,            0.053436,            0.007402,            0.006205,            0.006205,            0.006205
                 117,            0.019117,            0.058157,           0.0072175,             0.97269,             0.96549,             0.97899,             0.80833,            0.017834,            0.052792,           0.0074456,            0.006172,            0.006172,            0.006172
                 118,            0.018469,            0.057652,           0.0071001,              0.9731,             0.96285,              0.9768,             0.79508,             0.01849,             0.05369,           0.0074669,            0.006139,            0.006139,            0.006139
                 119,            0.018823,            0.055138,           0.0072678,             0.97215,             0.96476,              0.9799,             0.80354,             0.01792,            0.053107,           0.0073477,            0.006106,            0.006106,            0.006106
                 120,            0.018493,            0.057791,           0.0073842,             0.97181,             0.96693,             0.98024,             0.80806,            0.017883,            0.052995,           0.0072998,            0.006073,            0.006073,            0.006073
                 121,            0.018903,            0.056972,           0.0070935,               0.974,             0.96591,              0.9792,             0.81093,            0.017709,            0.052629,           0.0073223,             0.00604,             0.00604,             0.00604
                 122,            0.018608,            0.058757,           0.0070963,             0.97334,              0.9672,             0.97929,             0.81089,            0.017727,            0.052879,           0.0072467,            0.006007,            0.006007,            0.006007
                 123,            0.017627,            0.055268,           0.0070925,             0.97293,             0.96823,             0.98025,             0.81074,            0.017681,            0.053264,           0.0073407,            0.005974,            0.005974,            0.005974
                 124,            0.018057,            0.055326,           0.0070236,             0.97206,             0.96431,             0.97933,              0.8065,            0.017777,            0.053958,           0.0073583,            0.005941,            0.005941,            0.005941
                 125,            0.018026,            0.054166,           0.0070599,             0.97358,             0.96983,             0.98085,             0.81292,            0.017713,            0.052735,           0.0070805,            0.005908,            0.005908,            0.005908
                 126,            0.018536,            0.056861,           0.0068242,             0.97578,             0.96715,             0.97944,             0.81323,            0.017608,            0.053378,           0.0071667,            0.005875,            0.005875,            0.005875
                 127,            0.018342,            0.055766,           0.0071051,             0.97597,             0.96741,             0.97919,             0.80791,             0.01774,            0.052633,           0.0073388,            0.005842,            0.005842,            0.005842
                 128,            0.018022,            0.056512,           0.0069092,              0.9751,             0.96557,             0.97853,             0.80486,            0.017777,            0.053303,           0.0074534,            0.005809,            0.005809,            0.005809
                 129,            0.018264,            0.056084,           0.0070114,             0.97288,             0.96426,             0.97724,             0.80302,            0.018067,            0.053814,           0.0074885,            0.005776,            0.005776,            0.005776
                 130,            0.018842,            0.056952,           0.0070372,             0.97103,             0.96696,             0.98043,             0.81161,            0.017595,            0.053057,           0.0074252,            0.005743,            0.005743,            0.005743
                 131,            0.017669,            0.054927,           0.0071346,             0.97322,             0.96856,             0.97829,             0.80325,            0.018012,            0.053617,           0.0074066,             0.00571,             0.00571,             0.00571
                 132,            0.018061,            0.056163,           0.0069803,              0.9716,             0.96479,             0.97832,             0.81139,            0.017674,            0.053799,            0.007535,            0.005677,            0.005677,            0.005677
                 133,            0.017821,            0.055422,           0.0069464,             0.97357,             0.96536,              0.9771,             0.80476,            0.017838,            0.054464,           0.0072761,            0.005644,            0.005644,            0.005644
                 134,            0.017753,            0.055786,           0.0069806,             0.97497,             0.96851,             0.97956,             0.81358,            0.017491,             0.05335,           0.0070377,            0.005611,            0.005611,            0.005611
                 135,            0.018186,            0.055622,           0.0069477,             0.97491,             0.96503,             0.97903,             0.80943,             0.01777,            0.053686,           0.0072203,            0.005578,            0.005578,            0.005578
                 136,            0.017778,            0.055237,           0.0068332,             0.97146,              0.9653,             0.97947,             0.80779,            0.017733,             0.05348,           0.0072465,            0.005545,            0.005545,            0.005545
                 137,            0.018213,            0.053735,           0.0069307,              0.9743,             0.96687,             0.98036,             0.80984,            0.017737,            0.052773,           0.0073806,            0.005512,            0.005512,            0.005512
                 138,            0.018512,            0.056104,           0.0069236,             0.97488,             0.96836,             0.97997,             0.80791,            0.017683,            0.053119,           0.0072873,            0.005479,            0.005479,            0.005479
                 139,            0.017442,            0.053927,            0.007025,             0.97525,             0.96796,             0.98089,             0.81132,            0.017569,            0.053574,           0.0072493,            0.005446,            0.005446,            0.005446
                 140,            0.017596,            0.053796,           0.0068717,             0.97272,             0.96754,             0.97861,             0.80554,            0.017946,            0.053365,           0.0071365,            0.005413,            0.005413,            0.005413
                 141,            0.017723,            0.053005,           0.0068185,             0.97313,              0.9647,             0.97644,             0.79469,            0.018341,            0.053872,           0.0073202,             0.00538,             0.00538,             0.00538
                 142,            0.017144,            0.055347,           0.0068283,             0.97236,             0.97069,             0.97813,             0.81124,            0.017526,            0.053318,           0.0072269,            0.005347,            0.005347,            0.005347
                 143,            0.017231,            0.054502,           0.0068299,             0.97516,              0.9684,             0.97818,             0.81276,            0.017278,            0.052696,           0.0070702,            0.005314,            0.005314,            0.005314
                 144,            0.017493,            0.053351,           0.0067411,             0.97637,             0.96856,             0.97896,             0.81342,            0.017305,            0.052702,           0.0070686,            0.005281,            0.005281,            0.005281
                 145,            0.017153,            0.053615,           0.0066708,             0.97544,             0.96907,             0.98015,             0.80966,            0.017667,            0.053695,           0.0069806,            0.005248,            0.005248,            0.005248
                 146,            0.017623,            0.055484,           0.0067511,             0.97631,             0.96845,             0.98104,             0.81526,            0.017363,            0.052777,           0.0070597,            0.005215,            0.005215,            0.005215
                 147,            0.017126,            0.052383,           0.0065851,             0.97328,             0.96964,             0.97944,             0.81367,            0.017225,            0.053425,           0.0072276,            0.005182,            0.005182,            0.005182
                 148,             0.01807,            0.054715,           0.0069527,             0.97209,             0.96426,             0.97767,             0.81119,            0.017429,             0.05352,           0.0075457,            0.005149,            0.005149,            0.005149
                 149,             0.01746,            0.052929,            0.006691,             0.97349,             0.96844,             0.97884,             0.81265,            0.017438,            0.053839,           0.0072883,            0.005116,            0.005116,            0.005116
                 150,            0.017339,            0.053897,           0.0069072,             0.97406,             0.96679,             0.97787,             0.80182,            0.017969,            0.053972,           0.0071526,            0.005083,            0.005083,            0.005083
                 151,            0.017572,            0.053681,           0.0067235,             0.97495,             0.96642,              0.9794,             0.81104,             0.01741,             0.05347,           0.0070934,             0.00505,             0.00505,             0.00505
                 152,            0.017003,             0.05314,           0.0065922,             0.97502,             0.96934,             0.97923,             0.81443,            0.017322,            0.053807,           0.0070153,            0.005017,            0.005017,            0.005017
                 153,            0.017503,            0.052904,            0.006833,             0.97328,              0.9689,             0.97864,             0.81207,            0.017374,            0.054093,           0.0072248,            0.004984,            0.004984,            0.004984
                 154,            0.017368,            0.053984,           0.0066361,             0.97092,             0.96731,             0.97765,              0.8003,            0.018146,            0.054338,           0.0071637,            0.004951,            0.004951,            0.004951
                 155,            0.016396,             0.05224,           0.0065662,             0.97373,             0.96798,             0.97895,             0.81406,            0.017333,            0.054254,           0.0072333,            0.004918,            0.004918,            0.004918
                 156,            0.017058,            0.053665,           0.0067936,              0.9733,             0.96995,             0.97912,             0.81457,            0.017348,            0.054296,           0.0070572,            0.004885,            0.004885,            0.004885
                 157,            0.017136,            0.053461,           0.0066612,             0.97206,             0.96759,             0.97986,             0.81241,            0.017338,            0.053947,           0.0070615,            0.004852,            0.004852,            0.004852
                 158,            0.016832,            0.054493,           0.0065813,             0.97114,             0.97173,             0.97988,             0.81365,            0.017305,            0.053954,           0.0069862,            0.004819,            0.004819,            0.004819
                 159,            0.017483,             0.05332,           0.0066807,             0.96992,             0.96718,             0.97706,             0.80402,            0.017614,            0.054154,           0.0071197,            0.004786,            0.004786,            0.004786
                 160,            0.016515,            0.052802,           0.0064196,             0.97314,             0.96926,             0.97991,             0.80925,            0.017494,            0.053958,           0.0070955,            0.004753,            0.004753,            0.004753
